140.82.113.4
1	209.85.247.4
2	209.85.252.47
3	*
4	108.170.246.14
5	*
6	*
7	*
8	*
9	*
10	*
11	*
12	*
13	*
14	*
15	*
16	*
17	*
18	*
19	*
20	*
21	*
22	*
23	*
24	*
25	*
26	*
27	*
28	*
29	35.160.194.194
30	*
31	*
32	*
33	*
34	*
35	*
36	*
37	*
38	*
39	*
40	*
41	*
42	*
43	*
44	*
45	*
46	108.177.112.103
47	*
48	*
49	108.177.112.103
50	108.177.112.103
51	108.177.112.103
52	108.177.112.103
53	108.177.112.103
54	108.177.112.103
55	108.177.112.103
56	108.177.112.103
57	108.177.112.103
58	108.177.112.103
59	108.177.112.103
60	108.177.112.103
61	108.177.112.103
62	108.177.112.103
63	108.177.112.103
64	108.177.112.103
