192.188.53.110
1	192.168.100.1
2	181.198.150.1
3	10.201.212.22
4	10.201.212.18
5	10.201.212.1
6	10.201.222.4
7	10.201.222.31
8	10.201.222.30
9	10.201.222.21
10	181.39.169.83
11	143.255.250.248
12	*
13	*
14	*
15	*
16	*
17	*
18	*
19	*
20	*
21	*
22	*
23	*
24	*
25	*
26	*
27	192.168.100.186
28	*
29	192.168.100.186
30	*
31	192.168.100.186
32	*
33	*
34	*
35	*
36	*
37	*
38	*
39	*
40	*
41	*
42	*
43	*
44	*
45	*
46	*
47	*
48	*
49	*
50	*
51	*
52	*
53	*
54	*
55	*
56	*
57	*
58	*
59	*
60	*
61	*
62	*
63	*
64	*
