152.195.19.122
1	72.14.234.8
2	216.239.59.162
3	108.170.244.11
4	208.115.136.59
5	108.177.112.99
6	108.177.112.99
7	108.177.112.99
8	108.177.112.99
9	192.229.227.143
10	108.177.112.99
11	108.177.112.99
12	108.177.112.99
13	108.177.112.99
14	108.177.112.99
15	108.177.112.99
16	108.177.112.99
17	152.195.19.122
